gia,dientich,kieunha,tang,phongngu,phongwc,phaply,linkweb,duong,xa,quan,thanhpho
5500.0,92.0,Nhà riêng,4,4,5,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-ho-van-long-phuong-tan-tao/ket-tien-ban-lo-can-moi-4x21-mat-tien-ngay-cho-co-san-xe-hoi-5m-pr39007090,Đường Hồ Văn Long,Phường Tân Tạo,Bình Tân,Hồ Chí Minh
10000.0,71.3,Nhà riêng,1,2,2,,https://batdongsan.com.vn/ban-nha-rieng-duong-pasteur-phuong-vo-thi-sau/chinh-chu-ban-gap-hem-1-71-3m3-10-ty-pr39038749?source=ad&adid=2317236,Đường Pasteur,Phường Võ Thị Sáu,Quận 3,Hồ Chí Minh
5100.0,58.0,Nhà riêng,3,0,0,,https://batdongsan.com.vn/ban-nha-rieng-duong-quoc-lo-13-phuong-hiep-binh-phuoc/giam-gia-them-500tr-ban-gap-sieu-pham-dep-13-ngay-sat-khu-do-thi-van-phuc-pr38922096,Đường Quốc Lộ 13,Phường Hiệp Bình Phước,Thủ Đức,Hồ Chí Minh.
18000.0,175.5,"Nhà biệt thự, liền kề",3,4,4,,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-so-1-xa-phong-phu-4-prj-khu-dan-cu-phong-phu-5/-binh-chanh-full-noi-that-cao-cap-pr37118710,Đường Số 1,Xã Phong Phú,Bình Chánh,Hồ Chí Minh
7500.0,290.0,Nhà riêng,2,3,3,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-le-van-luong-xa-nhon-duc/-dep-gia-tot-dt-290m-ful-tho-cu-trai-nhua-7m-cach-lvl-chi-60m-pr39011469,Đường Lê Văn Lương,Xã Nhơn Đức,Nhà Bè,Hồ Chí Minh
8650.0,80.0,Nhà riêng,4,5,5,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-39-2-phuong-binh-trung-tay/chinh-chu-ban-gap-gan-bv-q2-80m2-4-tang-no-hau-phan-lo-sat-mt-kinh-doanh-pr39027794,Đường 39,Phường Bình Trưng Tây,Quận 2,Hồ Chí Minh
12500.0,119.0,"Nhà biệt thự, liền kề",3,4,5,Sổ đỏ/ Sổ hồng.,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-huu-tho-xa-phuoc-kieng-prj-zeitgeist-city/pkd-gs-pho-tu-13-5-ty-bao-het-vat-va-tru-lai-5-ra-so-hong-pr38955030,Đường Nguyễn Hữu Thọ,Xã Phước Kiển,Nhà Bè,Hồ Chí Minh
22000.0,100.0,"Shophouse, nhà phố thương mại",4,7,7,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-quy-canh-phuong-an-phu-prj-an-phu-an-khanh/c-b-gap-100m2-du-khh-gia-sieu-re-pr39027662,Đường Nguyễn Quý Cảnh,Phường An Phú,Quận 2,Hồ Chí Minh
22500.0,67.0,Nhà mặt phố,0,0,0,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-dinh-tien-hoang-phuong-da-kao/25-ty-p-dakao-q-1-can-ban-pr37963285,Đường Đinh Tiên Hoàng,Phường Đa Kao,Quận 1,Hồ Chí Minh
7300.0,72.0,Nhà riêng,5,5,6,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-tan-hoa-dong-phuong-binh-tri-dong/ban-mtkd-dt-4m-x-18m-lo-nhua-8m-thong-1-lung-3-lau-gara-xe-hoi-trong-pr38932533,Đường Tân Hòa Đông,Phường Bình Trị Đông,Bình Tân,Hồ Chí Minh
15500.0,176.0,Nhà mặt phố,0,2,2,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-pham-dang-giang-phuong-binh-hung-hoa/ban-gap-tien-dt-6x28-hien-trang-cap-4-tien-xay-moi-ban-15-5-ty-pr39027149,Đường Phạm Đăng Giảng,Phường Bình Hưng Hòa,Bình Tân,Hồ Chí Minh
54000.0,160.0,Nhà mặt phố,3,3,3,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-bui-huu-nghia-phuong-5-9/kinh-doanh-vang-bac-da-quy-kim-cuong-xi-ma-khong-the-bo-lo-can-sieu-pham-nay-tai-cho-hoa-binh-pr38259740,Đường Bùi Hữu Nghĩa,Phường 5,Quận 5,Hồ Chí Minh
46800.0,110.0,Nhà mặt phố,2,2,2,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-trai-phuong-7-4/ban-tien-kd-thoi-trang-cao-cap-nhat-nhi-sai-gon-showroom-ngang-8m-danh-cho-thuong-hieu-cao-cap-pr36993311,Đường Nguyễn Trãi,Phường 7,Quận 5,Hồ Chí Minh
30300.0,160.0,Nhà mặt phố,4,4,4,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-duong-duc-hien-phuong-tay-thanh/chinh-chu-vay-ngan-hang-can-ban-gap-mt-quan-tan-phu-7-5x24m-gia-cuc-re-pr38485371,Đường Dương Đức Hiền,Phường Tây Thạnh,Tân Phú,Hồ Chí Minh
27900.0,72.0,Nhà mặt phố,3,3,3,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-co-bac-phuong-cau-ong-lanh/ban-gap-mt-quan-1-4x18m-gia-re-hon-tien-quan-5-10-hoi-duy-t-voi-can-nay-pr38881123,Đường Cô Bắc,Phường Cầu Ông Lãnh,Quận 1,Hồ Chí Minh
7600.0,68.0,Nhà riêng,3,3,3,,https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-van-banh-phuong-17-3/re-nhat-phu-nhuan-giap-quan-1-chi-7-6-ty-68m2-ngang-5-3m-3tang-khong-lg-khong-loi-pt-pr39026237,Đường Huỳnh Văn Bánh,Phường 17,Phú Nhuận,Hồ Chí Minh
7600.0,86.0,Nhà riêng,2,8,2,,https://batdongsan.com.vn/ban-nha-rieng-duong-pham-hung-phuong-9-8/ban-quan-8-1-lau-dt-4x21-5m-dep-co-ban-cong-pr35157197,Đường Phạm Hùng,Phường 9,Quận 8,Hồ Chí Minh
24000.0,100.0,"Shophouse, nhà phố thương mại",5,5,0,Đang chờ sổ,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-nguyen-van-luong-1-phuong-10-8-prj-cityland-park-hills/-mat-tien-gia-tot-24-ty-pr39026411,Đường Nguyễn Văn Lượng,Phường 10,Gò Vấp,Hồ Chí Minh
35000.0,250.0,"Nhà biệt thự, liền kề",0,0,0,,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-huu-tho-xa-phuoc-kieng-prj-zeitgeist-city/gio-hang-chuyen-nhuong-gs-metrocity-be-gia-tot-t-cap-t-moi-t-call-0909218885-pr30385457,Đường Nguyễn Hữu Thọ,Xã Phước Kiển,Nhà Bè,Hồ Chí Minh
40000.0,75.0,Nhà mặt phố,5,0,0,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-vo-van-tan-phuong-5-8/sieu-re-tien-doan-2-chieu-dien-tich-4-8x16m-kc-5t-hdt-120-trieu-gia-40-ty-pr39026361,Đường Võ Văn Tần,Phường 5,Quận 3,Hồ Chí Minh
45000.0,56.0,Nhà mặt phố,7,0,0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-bui-vien-phuong-pham-ngu-lao-1/ban-tien-tret-6-lau-hop-dong-thue-1-4-ty-1-nam-gia-45-ty-pr39025740,Đường Bùi Viện,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh
10000.0,71.3,Nhà riêng,1,2,2,,https://batdongsan.com.vn/ban-nha-rieng-duong-pasteur-phuong-vo-thi-sau/chinh-chu-ban-gap-hem-1-71-3m3-10-ty-pr39038749?source=ad&adid=2317236,Đường Pasteur,Phường Võ Thị Sáu,Quận 3,Hồ Chí Minh
14000.0,72.0,Nhà riêng,4,5,5,Đã có sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-son-phuong-phu-thanh/-danh-cho-vip-tan-72m2-4-tang-gia-14-ty-pr39026141,Đường Nguyễn Sơn,Phường Phú Thạnh,Tân Phú,Hồ Chí Minh
8500.0,510.0,Nhà mặt phố,1,5,2,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-thanh-xuan-13-phuong-thanh-xuan/ban-tien-gan-quoc-lo-1a-11x45m-tho-cu-100-lon-gia-16-tr-m2-shr-pr38747476,Đường Thạnh Xuân 13,Phường Thạnh Xuân,Quận 12,Hồ Chí Minh
27000.0,88.0,Nhà mặt phố,0,0,0,,https://batdongsan.com.vn/ban-nha-mat-pho-pho-ly-thuong-kiet-phuong-14-5/can-ban-gap-2-tien-quan-10-hcm-dt-88m2-2-tang-gia-ban-27-ty-pr38711887,Đường  Lý Thường Kiệt,Phường 14,Quận 10,Hồ Chí Minh
8500.0,144.0,Nhà riêng,1,1,1,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-luong-the-vinh-phuong-tan-thoi-hoa/ban-gan-dam-sen-chinh-chu-hem-xe-tai-pr39024516,Đường Lương Thế Vinh,Phường Tân Thới Hòa,Tân Phú,Hồ Chí Minh
48000.0,208.0,Nhà mặt phố,8,8,8,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-van-thu-phuong-9-12/hot-ban-vp-ham-8-tang-2mt-truoc-sau-dt-6-5x32m-hdt-180tr-gia-48ty-pr39025331,Đường Hoàng Văn Thụ,Phường 9,Phú Nhuận,Hồ Chí Minh
3200.0,67.0,Nhà riêng,1,3,2,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-so-6-phuong-long-binh-3/ban-6-gan-vinhome-grand-park-dt-67m2-hong-7m-gia-3-2ty-pr38699785,Đường Số 6,Phường Long Bình,Quận 9,Hồ Chí Minh
12500.0,60.0,Nhà riêng,2,0,0,,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-cu-trinh-phuong-nguyen-cu-trinh/chinh-chu-ban-gap-goc-2-mat-tien-ngay-q-1-ngang-10m-12-5-ty-pr38907070,Đường Nguyễn Cư Trinh,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh
550000.0,540.0,Nhà mặt phố,0,0,0,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-pho-phan-dang-luu-phuong-6-17/thien-chi-ban-gap-toa-goc-2mat-tien-lam-son-12tang-22-25m-550ty-lh-pr39025175,Phố Phan Đăng Lưu,Phường 6,Phú Nhuận,Hồ Chí Minh
7500.0,70.0,Nhà mặt phố,4,6,7,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-duy-trinh-phuong-binh-trung-tay/chinh-chu-ban-tien-ngang-7m-ngay-cc-homyland-q-2-7-5-ty-pr39025159,Đường Nguyễn Duy Trinh,Phường Bình Trưng Tây,Quận 2,Hồ Chí Minh
9000.0,73.0,"Shophouse, nhà phố thương mại",7,4,3,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-vo-van-kiet-phuong-16-1/ban-mat-tien-kiet-pr37796088,Đường Võ Văn Kiệt,Phường 16,Quận 8,Hồ Chí Minh
7000.0,45.0,Nhà mặt phố,6,4,3,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-an-duong-vuong-phuong-16-1/ban-trong-noi-thanh-sai-gon-pr37795778,Đường An Dương Vương,Phường 16,Quận 8,Hồ Chí Minh
2500.0,57.6,Nhà riêng,0,0,0,,https://batdongsan.com.vn/ban-nha-rieng-phuong-tan-chanh-hiep-1/chinh-chu-ban-hem-xe-hoi-q-12-pr37351410,,Phường Tân Chánh Hiệp,Quận 12,Hồ Chí Minh
22000.0,109.0,Nhà riêng,0,0,0,Sổ đỏ/ Sổ hồng.,https://batdongsan.com.vn/ban-nha-rieng-duong-su-van-hanh-phuong-12-5/goc-2mt-hem-vip-12-quan-10-7-3-x18-vuong-vuc-4-lau-moi-gia-22-ty-thuong-luong-pr38270498,Đường Sư Vạn Hạnh,Phường 12,Quận 10,Hồ Chí Minh
10500.0,55.0,Nhà riêng,4,5,5,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-le-truc-phuong-5-14/-dep-hxh-nguyen-trung-xe-hoi-ngu-ngang-4m-4-tang-khu-vip-gia-chi-10-3-ty-tl-pr38979090,Đường Lê Trực,Phường 5,Bình Thạnh,Hồ Chí Minh
23800.0,100.0,Nhà mặt phố,4,0,0,Hợp đồng mua bán,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-huu-kieu-phuong-binh-trung-tay-prj-saigon-mystery-villas/ban-tien-106-q2-du-an-sai-gon-mystery-pr37729797,Đường Lê Hữu Kiều,Phường Bình Trưng Tây,Quận 2,Hồ Chí Minh
5550.0,50.6,Nhà riêng,5,4,5,Sổ đỏ/ Sổ hồng.,https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-xuan-38-phuong-thanh-xuan/ban-1-tret-4-lau-quan-12-xe-7-cho-dau-truoc-so-hoan-cong-du-don-vao-o-ngay-pr39024134,Đường Thạnh Xuân 38,Phường Thạnh Xuân,Quận 12,Hồ Chí Minh
7800.0,90.0,"Nhà biệt thự, liền kề",3,4,4,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phuoc-long-b-prj-hung-phu-1/can-ban-gap-can-dt-5x18-so-hoan-cong-gia-7-8-ty-cam-ket-ra-lai-hang-pr39023932,Dự án Hưng Phú 1,Phường Phước Long B,Quận 9,Hồ Chí Minh
6100.0,50.0,Nhà riêng,3,4,3,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-phuong-truong-tho-2/gap-ban-truoc-tet-dep-3-tang-o-ngay-hem-5m-tt-p-chi-6-1-ty-tl-pr39023901,,Phường Trường Thọ,Thủ Đức,Hồ Chí Minh
8500.0,68.0,Nhà riêng,4,7,8,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-vinh-hoi-phuong-4/ban-7-phong-tro-hem-xe-9x6-5m-dt-67-9m2-quan-4-hon-8-ty-pr39023637,Đường Vĩnh Hội,Phường 4,Quận 4,Hồ Chí Minh
160000.0,240.0,Nhà mặt phố,0,0,0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-ly-tu-trong-phuong-ben-thanh/ban-gap-mt-rong-12m-p-q1-cach-cho-200m-dang-no-nen-ban-re-pr39023472,Đường Lý Tự Trọng,Phường Bến Thành,Quận 1,Hồ Chí Minh
10000.0,71.3,Nhà riêng,1,2,2,,https://batdongsan.com.vn/ban-nha-rieng-duong-pasteur-phuong-vo-thi-sau/chinh-chu-ban-gap-hem-1-71-3m3-10-ty-pr39038749?source=ad&adid=2317236,Đường Pasteur,Phường Võ Thị Sáu,Quận 3,Hồ Chí Minh
16500.0,160.0,"Nhà biệt thự, liền kề",4,4,5,,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-song-hanh-phuong-an-phu-prj-khu-do-thi-lakeview-city/ban-pho-goc-canh-dt-9-9x20m-1tret-3lau-full-noi-that-cao-cap-lh-0907110827-pr37784424,Đường Song Hành,Phường An Phú,Quận 2,Hồ Chí Minh
89000.0,369.0,"Nhà biệt thự, liền kề",1,4,4,,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-ha-huy-tap-phuong-tan-phong-9-prj-khu-biet-thu-phu-gia/mot-so-can-don-lap-vip-99-can-my-hung-quan-7-can-ban-lh-0902-400-919-pr26516137,Đường Hà Huy Tập,Phường Tân Phong,Quận 7,Hồ Chí Minh
9300.0,99.0,Nhà riêng,4,6,7,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-tan-huong-phuong-tan-quy-2/can-tien-ha-2-5-ty-ban-gap-99m2-4-g-hx-g-phu-chi-9-3ty-pr39022818,Đường Tân Hương,Phường Tân Quý,Tân Phú,Hồ Chí Minh
7300.0,77.0,Nhà mặt phố,0,0,0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-minh-phung-phuong-5-10/ban-gap-mt-7-3-ty-pr39014693,Đường Minh Phụng,Phường 5,Quận 6,Hồ Chí Minh
4900.0,44.0,Nhà riêng,4,4,5,Sổ đỏ/ Sổ hồng.,https://batdongsan.com.vn/ban-nha-rieng-duong-pham-van-chieu-phuong-14-8/ket-tien-ban-gap-go-vap-pr38656556,Đường Phạm Văn Chiêu,Phường 14,Gò Vấp,Hồ Chí Minh
29000.0,100.0,Nhà mặt phố,5,6,5,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-van-tri-phuong-10-8-prj-cityland-park-hills/ban-tien-30m-doi-dien-khu-10-go-vap-pr35797911,Đường Phan Văn Trị,Phường 10,Gò Vấp,Hồ Chí Minh
11800.0,75.0,"Nhà biệt thự, liền kề",3,4,4,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lien-phuong-phuong-phuoc-long-b-prj-thap-muoi-merita/chinh-chu-gui-ban-nhieu-can-gia-tot-nhat-du-an-khang-dien-gia-chi-tu-11-8-ty-full-noi-that-pr38895823,Đường Liên Phường,Phường Phước Long B,Quận 9,Hồ Chí Minh
30000.0,100.0,Nhà mặt phố,5,5,6,Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-van-tri-phuong-10-8-prj-cityland-park-hills/ban-tien-tri-pr32601568,Đường Phan Văn Trị,Phường 10,Gò Vấp,Hồ Chí Minh
5400.0,60.3,Nhà riêng,2,2,2,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-so-23-phuong-hiep-binh-chanh/can-goc-60m2-full-tho-hoan-cong-khu-ben-song-gan-pham-van-dong-hxh-kdc-hien-huu-gia-nhic-5-ty-pr39022105,Đường Số 23,Phường Hiệp Bình Chánh,Thủ Đức,Hồ Chí Minh
19000.0,136.0,Nhà mặt phố,4,0,0,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-doc-lap-phuong-tan-quy-2/ban-mtkd-q-phu-6x23m-2-lau-gia-chi-19-ty-tl-lh-huynh-thanh-pr39022097,Đường Độc Lập,Phường Tân Quý,Tân Phú,Hồ Chí Minh
6500.0,82.0,Nhà riêng,3,4,6,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-quoc-lo-13-phuong-hiep-binh-phuoc/ban-thu-duc-7-6m-x-14m-co-gara-6-phong-ngu-so-hong-gia-soc-pr39022011,Đường Quốc Lộ 13,Phường Hiệp Bình Phước,Thủ Đức,Hồ Chí Minh
7250.0,65.0,Nhà riêng,3,4,4,Sổ đỏ/ Sổ hồng.,https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-hoa-tham-phuong-7-9/hem-xh-10m-dtcn-65m2-3-tang-7-250-ty-tl-pr38687065,Đường Hoàng Hoa Thám,Phường 7,Bình Thạnh,Hồ Chí Minh
13700.0,75.0,Nhà riêng,3,6,0,,https://batdongsan.com.vn/ban-nha-rieng-duong-dien-bien-phu-phuong-1-14/chinh-chu-ban-gap-truoc-tet-dep-q3-6x14-3-tang-6pn-16-ty-giam-con-13-7-ty-pr39021708,Đường Điện Biên Phủ,Phường 1,Quận 3,Hồ Chí Minh
11000.0,95.0,Nhà riêng,4,7,8,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-10-phuong-tan-quy/hot-so-quan-7-4-g-95m2-co-thang-may-o-to-ngu-trong-11-ty-pr39021394,Đường 10,Phường Tân Quy,Quận 7,Hồ Chí Minh
15500.0,90.0,"Nhà biệt thự, liền kề",4,4,4,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vo-chi-cong-phuong-phu-huu-2-prj-the-classia/-pho-san-vuon-khang-dien-15-5-ty-tra-truoc-5-3-ty-n-o-ngay-pr37256146,Đường Võ Chí Công,Phường Phú Hữu,Quận 9,Hồ Chí Minh
240.0,100.0,Nhà mặt phố,3,4,4,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-van-sy-phuong-13-9/ban-mt-4x24m-3-tang-don-gia-240tr-m-khuc-giao-huynh-banh-p13-q-phu-nhuan-pr39021333,Đường Lê Văn Sỹ,Phường 13,Phú Nhuận,Hồ Chí Minh
5800.0,32.0,Nhà riêng,3,2,2,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-xo-viet-nghe-tinh-phuong-25/ban-xvnt-sat-quan-1-tret-2-lau-san-thuong-dien-tich-su-dung-111m2-pr37241631,378/10 Đường Xô Viết Nghệ Tĩnh,Phường 25,Bình Thạnh,Hồ Chí Minh
27000.0,100.0,"Nhà biệt thự, liền kề",5,8,6,Hợp đồng mua bán,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-phan-van-tri-phuong-10-8-prj-cityland-park-hills/hang-ngop-mat-tien-30m-khu-hil-hoan-thien-co-thang-may-ngay-sieu-thi-lotter-gia-30-ty-pr35275504,Đường Phan Văn Trị,Phường 10,Gò Vấp,Hồ Chí Minh
25000.0,100.0,Nhà mặt phố,6,5,5,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-van-sy-phuong-14-1/ha-gia-33-ty-con-25-ty-goc-2-mt-p-14-q-3-5-5x18m-t-3-lau-hdt-96-trieu-th-doan-dep-pr38674983,Đường Lê Văn Sỹ,Phường 14,Quận 3,Hồ Chí Minh
4850.0,48.0,Nhà riêng,2,3,3,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-khoi-phuong-9-11/go-vap-hem-xe-tai-48m2-2-tang-3pn-gap-ban-4-850-ty-tl-pr39020638,Đường Nguyễn Văn Khối,Phường 9,Gò Vấp,Hồ Chí Minh
18000.0,148.0,"Shophouse, nhà phố thương mại",0,0,0,Sổ đỏ/ Sổ hồng.,https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-tan-phu-19-prj-phu-my-hung/-mat-tien-dep-hop-dong-thue-san-so-hong-vinh-vien-tt-dai-den-thang-7-2025-pr37956753,Dự án Phú Mỹ Hưng,Phường Tân Phú,Quận 7,Hồ Chí Minh
29000.0,95.0,"Nhà biệt thự, liền kề",0,0,0,,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-an-phu-prj-the-global-city/cat-lo-can-pho-phan-khu-soho-quan-2-gia-thap-hon-cdt-5-6-ty-pr34627728,Dự án The Global City,Phường An Phú,Quận 2,Hồ Chí Minh
7600.0,42.0,Nhà riêng,5,8,6,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-thuong-hien-phuong-5-14/ban-hxh-42m2-5-lau-8pn-dang-cho-thue-chdv-26tr-thang-pr39020307,Đường Nguyễn Thượng Hiền,Phường 5,Bình Thạnh,Hồ Chí Minh
12000.0,119.0,"Nhà biệt thự, liền kề",4,5,5,,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-huu-tho-xa-phuoc-kieng-prj-zeitgeist-city/toi-can-ban-gap-pho-gs-metro-han-quoc-be-dt-7-x-17-thiet-4-lau-gia-16-ty-500tr-pr35870394,Đường Nguyễn Hữu Thọ,Xã Phước Kiển,Nhà Bè,Hồ Chí Minh
6950.0,56.0,Nhà riêng,5,5,6,Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-phu-tho-hoa-phuong-phu-tho-hoa/-dep-don-vao-o-ngay-hem-8m-gan-truong-ptcs-le-anh-xuan-1-tret-3-lau-st-pr39019931,Đường Phú Thọ Hòa,Phường Phú Thọ Hòa,Tân Phú,Hồ Chí Minh
270000.0,2.0,Nhà mặt phố,1,0,1,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-trong-tan-phuong-tay-thanh/can-ban-gap-mt-ngay-ky-quy-dt-30x58m-2-000m2-chi-tieu-xay-9t-gia-270-ty-pr39019882,Đường Lê Trọng Tấn,Phường Tây Thạnh,Tân Phú,Hồ Chí Minh
90000.0,550.0,Nhà mặt phố,1,0,0,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoa-binh-1-phuong-5-13/can-ban-gap-tien-p5-q11-dt-25x22m-550m2-doi-dien-dam-sen-tu-115-ty-ve-90-ty-pr39019769,Đường Hòa Bình,Phường 5,Quận 11,Hồ Chí Minh
5200.0,72.0,Nhà riêng,2,3,2,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-le-duc-tho-phuong-16-3/can-tien-tra-ngan-hang-ban-gap-moi-xay-hem-p16-go-vap-pr38887852,Hẻm 2 sẹc Đường Lê Đức Thọ,Phường 16,Gò Vấp,Hồ Chí Minh
6800.0,35.0,Nhà riêng,6,5,6,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-cach-mang-thang-tam-phuong-11-1/-sieu-dep-hxt-540-36-cmt8-p11-q3-dt-3-5x10-tret-5-lau-5-phong-ngu-6wc-gia-6-8-ty-con-tl-pr39019735,Đường Cách Mạng Tháng Tám,Phường 11,Quận 3,Hồ Chí Minh
17300.0,110.0,Nhà mặt phố,5,0,10,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-cho-lon-phuong-11-3/can-ban-gap-goc-3-tien-11-quan-6-5-x18m-84m2-5t-18-ty-con-tl-pr37623859,Đường Chợ Lớn,Phường 11,Quận 6,Hồ Chí Minh
8600.0,110.3,Nhà mặt phố,0,2,1,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-huynh-tan-phat-xa-phu-xuan/bat-dong-san-dong-tien-tu-dong-ban-tien-30m-be-pr38170431,Đường Huỳnh Tấn Phát,Xã Phú Xuân,Nhà Bè,Hồ Chí Minh
7500.0,45.6,Nhà mặt phố,0,0,0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-cach-mang-thang-tam-phuong-5-17/ban-tien-kinh-doanh-khu-vip-sieu-dep-pr39019340,Đường Cách Mạng Tháng Tám,Phường 5,Tân Bình,Hồ Chí Minh
8500.0,54.49,Nhà mặt phố,0,0,0,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-cach-mang-thang-tam-phuong-15-3/ban-q10-dep-gia-tot-pr39019276,Đường Cách Mạng Tháng Tám,Phường 15,Quận 10,Hồ Chí Minh
31000.0,91.0,Nhà mặt phố,6,0,0,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-hong-phong-phuong-12-5/ban-khach-san-mt-p-p-12-quan-10-doan-dep-dt-4-x-23m-kc-5-lau-gia-31-ty-tl-pr39019258,Đường Lê Hồng Phong,Phường 12,Quận 10,Hồ Chí Minh
3250.0,64.0,Nhà riêng,4,5,6,Sổ đỏ/ Sổ hồng,https://batdongsan.com.vn/ban-nha-rieng-duong-phan-tay-ho-phuong-7-11/ban-64m2-p-7-phu-nhuan-gia-3ty250-pr39019249,Đường Phan Tây Hồ,Phường 7,Phú Nhuận,Hồ Chí Minh
